speed_kmh,dist_from_prev_m,inactivity_min,dist_from_route_m,label,scenario,hour
0.32,47.5,27.13,188.5,0,synthetic_normal,12
3.75,236.7,4.65,31.0,0,normal,14
0.29,51.1,25.0,41.6,0,overnight,4
24.23,1799.5,6.22,101.2,0,normal,10
0.3,21.0,20.0,34.6,0,overnight,23
57.16,2747.4,2.95,25.3,0,normal,15
0.07,6.6,33.0,34.6,0,overnight,3
0.21,27.0,24.0,44.7,0,overnight,22
0.44,27.5,13.0,71.2,0,dwell,13
35.2,4993.0,6.47,3903.5,1,sudden_jump,17
0.08,127.1,11.22,176.8,0,synthetic_normal,23
0.35,52.6,11.0,24.8,0,dwell,15
0.33,54.1,12.0,55.1,0,dwell,14
0.18,37.4,12.0,61.6,0,dwell,15
0.37,67.9,34.0,38.7,0,overnight,10
46.82,11225.5,166.9,1565.7,1,signal_loss_return,21
0.1,84.1,22.0,44.7,0,overnight,5
0.02,23.8,25.0,11.8,0,overnight,4
0.21,51.3,33.0,41.8,0,overnight,3
11.82,2500.0,3.3,5716.9,1,route_abandonment,19
0.17,78.0,28.0,43.1,0,overnight,12
0.12,18.0,34.0,47.6,0,overnight,1
1.23,36.8,8.0,86.0,0,dwell,13
0.37,42.7,35.0,18.0,0,overnight,23
38.13,2324.4,6.97,125.4,0,normal,15
3.65,240.8,63.28,169.3,1,normal,13
0.67,21.2,14.0,59.5,0,dwell,6
0.27,35.7,40.0,39.6,0,overnight,8
1.24,20.8,46.0,417.3,1,prolonged_inactivity,23
0.0,27.7,23.0,28.5,0,overnight,9
4.75,272.5,5.45,257.4,0,normal,13
0.7,15.0,117.62,867.5,1,prolonged_inactivity,2
19.04,21482.7,116.54,2655.5,1,signal_loss_return,12
0.05,52.0,30.0,39.5,0,overnight,2
0.28,38.2,33.0,42.8,0,overnight,12
5.25,254.7,3.1,29.2,0,normal,15
3.94,11.5,79.87,51.3,1,normal,13
0.29,200.0,9.73,5790.5,1,route_abandonment,14
5.9,191.7,4.45,17.8,0,normal,7
0.21,19.5,38.0,29.3,0,overnight,8
5.65,30078.0,431.58,213.9,1,intercity_transit,20
14.62,1872.9,3.73,29.7,0,normal,16
0.28,88.4,23.0,42.2,0,overnight,12
0.49,76.0,25.0,34.6,0,overnight,17
0.2,25.7,10.0,56.3,0,dwell,16
0.1,66.4,20.0,32.5,0,overnight,22
3.55,131.1,5.82,17.5,0,normal,20
1.32,51.2,11.0,126.3,0,dwell,13
0.01,66.0,26.0,28.0,0,overnight,10
0.23,42.0,27.0,20.9,0,overnight,21
0.41,28.1,30.0,10.2,0,overnight,5
0.46,2.5,34.0,37.4,0,overnight,5
2.04,156230.4,480.28,98.4,1,intercity_transit,20
0.25,62.5,25.0,38.5,0,overnight,23
0.15,69.6,32.0,35.4,0,overnight,23
0.03,21.6,30.0,12.5,0,overnight,5
0.97,17.2,14.0,103.4,0,dwell,14
0.22,16.5,31.0,11.4,0,overnight,19
0.32,17.9,34.0,38.5,0,overnight,16
0.14,13.6,6.74,240.1,0,synthetic_normal,4
1.4,23.8,12.0,27.5,0,dwell,13
0.14,65.0,32.0,23.4,0,overnight,1
0.4,9.7,7.0,40.5,0,dwell,14
0.35,60.0,24.0,22.7,0,overnight,0
0.01,39.6,29.0,16.8,0,overnight,16
0.12,34.5,34.0,23.0,0,overnight,3
0.06,77.8,40.0,47.5,0,overnight,4
3.97,25826.0,406.17,268.4,1,intercity_transit,19
0.24,23.6,35.0,40.7,0,overnight,20
43.8,6247.9,5.4,5882.9,1,sudden_jump,15
0.41,8.2,25.0,18.6,0,overnight,5
0.31,27.4,32.0,46.7,0,overnight,8
38.87,2627.1,2.82,272.0,0,normal,3
0.41,38.0,39.0,31.5,0,overnight,2
0.22,51.9,39.0,42.4,0,overnight,12
0.84,15.7,13.0,16.7,0,dwell,15
0.51,52.1,11.0,13.5,0,dwell,15
0.19,45.1,33.0,32.2,0,overnight,20
0.11,67.7,25.0,30.2,0,overnight,12
0.13,57.9,23.0,31.9,0,overnight,7
0.0,51.7,33.0,17.4,0,overnight,12
19.28,2593.7,19.37,9100.1,1,route_abandonment,2
0.37,22.0,20.0,35.8,0,overnight,19
0.02,15.2,11.0,25.6,0,dwell,16
1.94,114.9,2.8,103.2,0,normal,14
0.5,55.5,20.0,41.7,0,overnight,21
0.18,67.5,35.0,33.3,0,overnight,4
0.45,57.7,28.0,14.8,0,overnight,6
0.03,61.9,30.0,35.3,0,overnight,22
0.4,54.0,20.0,37.8,0,overnight,0
0.15,29.9,30.0,12.7,0,overnight,10
0.47,75.3,26.0,40.2,0,overnight,5
0.15,67.5,21.0,50.3,0,overnight,20
0.03,97.1,23.0,54.6,0,overnight,9
0.44,51.4,32.0,30.3,0,overnight,20
0.24,48.4,39.0,41.4,0,overnight,11
31.71,7516.1,4.1,3837.3,1,sudden_jump,9
3.54,130.3,70.57,119.0,1,normal,13
0.49,31.4,33.0,14.5,0,overnight,23
0.06,26.2,25.0,6.3,0,overnight,4
0.34,26.5,34.0,5.9,0,overnight,20
0.48,30.3,20.0,25.1,0,overnight,1
1.54,50.3,10.0,39.2,0,dwell,14
0.91,121.4,9.98,80.0,0,synthetic_normal,20
0.35,10.7,28.0,19.4,0,overnight,19
0.07,60.2,38.0,31.4,0,overnight,7
0.34,42.4,30.0,27.0,0,overnight,11
0.13,34.9,36.0,37.0,0,overnight,11
0.13,52.9,21.0,49.7,0,overnight,5
0.11,61.4,14.0,17.0,0,dwell,15
23.07,1101.8,851.03,1071.4,1,normal,3
0.04,61.9,24.0,39.5,0,overnight,4
0.94,41.2,12.0,51.7,0,dwell,15
1.54,37.0,9.0,50.3,0,dwell,15
41.16,2434.3,6.38,47.6,0,normal,14
0.13,8.6,37.0,39.8,0,overnight,19
3.19,255675.9,272.78,177.2,1,intercity_transit,17
0.18,13.6,25.0,21.8,0,overnight,6
150.19,5498.4,1.46,4072.8,1,abduction_speed,23
0.09,27.6,38.0,13.3,0,overnight,2
0.4,56.7,37.0,27.5,0,overnight,0
0.02,35.1,35.0,35.7,0,overnight,12
0.43,16.0,23.0,28.9,0,overnight,22
0.43,60.9,37.0,25.2,0,overnight,2
3.78,103.4,6.32,58.6,0,normal,20
0.03,29.4,11.0,83.0,0,dwell,5
22.31,1355.1,6.13,755.3,0,normal,10
0.55,7.3,11.0,79.3,0,dwell,15
0.51,38.5,19.4,83.5,0,synthetic_normal,4
0.0,34.3,39.0,23.9,0,overnight,10
0.47,44.3,24.0,12.8,0,overnight,12
0.97,85.9,20.24,548.1,0,synthetic_normal,23
0.09,29.0,23.0,39.0,0,overnight,5
0.44,43.1,25.0,29.5,0,overnight,3
0.31,59.2,38.0,39.6,0,overnight,18
0.4,42.7,29.0,11.4,0,overnight,22
0.08,124.8,24.46,798.2,0,synthetic_normal,12
0.22,94.4,37.0,43.2,0,overnight,19
0.17,44.7,26.0,40.0,0,overnight,17
0.46,41.1,32.0,29.7,0,overnight,21
5.46,83.0,4.73,34.8,0,normal,13
27.75,4000.0,143.05,4489.7,1,signal_loss_return,3
0.16,87.2,32.0,45.4,0,overnight,22
4.3,254.0,3.88,21.7,0,normal,14
0.23,45.9,25.0,32.1,0,overnight,19
0.4,26.8,36.0,21.9,0,overnight,21
0.03,76.3,33.0,41.5,0,overnight,5
0.45,71.2,20.0,30.6,0,overnight,9
0.37,48.2,9.0,110.3,0,dwell,14
0.05,54.4,36.0,20.9,0,overnight,11
0.17,56.2,33.0,34.8,0,overnight,0
0.41,73.2,26.0,45.7,0,overnight,8
0.03,70.0,34.0,39.3,0,overnight,4
16.05,215.7,10.12,5926.9,1,route_abandonment,6
0.16,40.2,40.0,32.5,0,overnight,3
0.24,82.6,13.86,312.5,0,synthetic_normal,17
43.82,1329.4,14.38,17437.8,1,route_abandonment,13
0.89,87.8,18.0,112.6,0,synthetic_normal,3
0.06,45.4,28.0,21.3,0,overnight,10
0.04,35.8,35.0,31.4,0,overnight,10
0.21,16.7,25.0,21.7,0,overnight,20
0.1,38.4,20.0,38.0,0,overnight,0
0.97,116.6,26.77,1058.9,0,synthetic_normal,16
0.44,11.7,33.0,32.9,0,overnight,21
0.14,70.4,35.0,41.2,0,overnight,22
0.26,96.1,24.84,12.0,0,synthetic_normal,17
0.37,77.9,3.65,0.5,0,synthetic_normal,12
0.32,49.9,25.0,30.4,0,overnight,21
0.41,17.0,30.0,14.3,0,overnight,2
0.48,68.4,32.0,14.1,0,overnight,4
0.4,29.8,40.0,28.0,0,overnight,5
1.28,25.3,12.0,44.1,0,dwell,18
0.09,36.9,21.0,43.8,0,overnight,21
26.51,742.1,2.52,691.6,0,synthetic_normal,20
0.4,47.1,21.0,54.1,0,overnight,19
0.49,40.7,24.0,28.1,0,overnight,10
40.25,0.0,0.02,19.1,0,normal,13
0.27,61.7,37.0,24.3,0,overnight,23
125.15,7888.2,1.45,2960.7,1,abduction_speed,2
0.48,13.9,10.0,191.1,0,dwell,13
0.21,29.7,36.0,48.8,0,overnight,17
0.49,28.1,39.0,43.6,0,overnight,7
0.1,22.1,13.0,49.4,0,dwell,14
57.86,878.5,6.55,822.6,0,normal,14
0.05,77.0,35.0,43.0,0,overnight,2
0.04,44.4,26.0,21.7,0,overnight,5
0.44,64.4,35.0,48.3,0,overnight,7
0.4,23.6,33.0,11.1,0,overnight,12
0.06,38.8,24.0,39.2,0,overnight,8
17.95,20508.5,164.81,3624.4,1,signal_loss_return,17
0.25,28.4,27.0,25.4,0,overnight,22
4.16,221.6,6.37,36.3,0,normal,13
31.25,2353.4,4.95,44.8,0,normal,14
14.51,11951.7,234.31,5497.0,1,signal_loss_return,6
0.2,19.1,20.26,174.4,0,synthetic_normal,1
0.33,3.3,25.0,28.3,0,overnight,8
0.3,50.6,38.0,20.8,0,overnight,5
23.34,613.1,3.72,26.4,0,normal,14
0.08,68.4,21.0,52.2,0,overnight,11
0.2,21.4,38.0,29.4,0,overnight,4
0.26,33.7,30.0,27.5,0,overnight,9
0.43,65.4,39.0,22.9,0,overnight,22
16.75,1257.4,1.11,14628.2,1,route_abandonment,20
6.3,182.3,6.93,134.0,0,normal,4
0.5,64.5,20.0,43.1,0,overnight,23
0.01,89.5,29.0,46.2,0,overnight,19
0.21,41.5,31.0,46.2,0,overnight,8
0.4,63.7,30.0,43.9,0,overnight,19
0.21,65.2,28.0,48.6,0,overnight,10
0.01,77.4,25.0,47.2,0,overnight,4
0.24,22.2,25.0,52.0,0,overnight,20
0.27,62.6,25.6,155.8,0,synthetic_normal,18
4.5,63.5,83.35,10.1,1,normal,14
0.29,73.9,36.0,48.9,0,overnight,23
34.55,12393.2,3.01,3352.2,1,sudden_jump,8
0.05,36.6,25.0,43.0,0,overnight,0
0.12,60.6,40.0,25.8,0,overnight,20
1.48,56.3,12.0,54.5,0,dwell,14
0.47,20.4,38.0,12.9,0,overnight,8
0.49,67.2,31.25,264.5,0,synthetic_normal,19
0.08,64.5,29.0,55.0,0,overnight,10
22.9,5860.1,1.63,3869.9,1,sudden_jump,9
0.46,71.2,28.0,40.6,0,overnight,10
0.26,16.7,31.0,47.3,0,overnight,23
0.29,27.4,24.0,15.2,0,overnight,6
33.61,2705.4,6.27,630.9,0,normal,15
0.36,89.1,30.0,42.0,0,overnight,1
0.86,32.4,11.0,130.0,0,dwell,14
0.1,51.5,33.0,48.7,0,overnight,1
0.37,86.7,24.0,44.6,0,overnight,9
0.99,32.1,7.0,27.4,0,dwell,17
1.23,44.5,12.0,86.7,0,dwell,14
0.77,25.7,11.0,123.4,0,dwell,13
1.14,50.7,7.0,151.8,0,dwell,15
0.31,49.4,22.0,28.5,0,overnight,1
0.09,14.6,21.0,30.2,0,overnight,6
5.35,77.0,4.68,111.3,0,normal,16
0.38,65.4,32.0,40.3,0,overnight,9
0.13,73.0,33.0,42.7,0,overnight,18
0.15,15.2,14.0,11.4,0,dwell,14
0.36,30.6,23.0,36.2,0,overnight,2
0.45,92.7,37.0,39.9,0,overnight,1
0.39,12.3,11.0,11.8,0,dwell,17
0.14,31.2,24.23,242.0,0,synthetic_normal,18
38.07,10067.1,3.01,6458.3,1,sudden_jump,7
0.33,33.4,33.0,56.4,0,overnight,2
0.32,20.5,32.0,39.8,0,overnight,5
0.01,21.4,38.0,31.2,0,overnight,7
3.61,112.1,55.07,125.7,1,normal,13
0.42,47.8,22.0,42.6,0,overnight,1
4.63,163.4,2.75,141.6,0,normal,13
0.3,22.8,32.0,30.9,0,overnight,4
1.21,19.8,9.0,115.1,0,dwell,5
0.61,77.5,23.43,115.9,0,synthetic_normal,22
0.63,20.0,10.0,86.4,0,dwell,18
0.47,37.8,31.0,18.3,0,overnight,0
0.38,32.3,35.0,44.5,0,overnight,6
0.05,49.8,20.0,39.1,0,overnight,11
0.03,46.7,11.0,176.0,0,dwell,14
0.4,27.5,40.0,36.9,0,overnight,12
0.5,22.1,13.0,145.4,0,dwell,13
0.44,63.4,25.0,50.7,0,overnight,11
0.2,51.0,36.0,56.0,0,overnight,23
0.03,33.7,40.0,23.7,0,overnight,21
1.07,31.3,10.0,208.9,0,dwell,14
0.95,1.7,13.0,111.9,0,dwell,17
0.4,66.5,9.0,61.2,0,dwell,14
0.12,99.4,29.0,47.5,0,overnight,17
0.3,83.6,31.0,45.6,0,overnight,12
0.19,86.1,32.0,41.1,0,overnight,7
0.33,42.3,21.0,44.6,0,overnight,6
0.72,54.3,13.0,44.7,0,dwell,14
23.79,14414.0,102.64,3934.9,1,signal_loss_return,18
0.13,33.4,8.0,35.2,0,dwell,14
0.56,18.8,25.51,309.3,0,synthetic_normal,22
160.84,7282.1,1.17,5850.8,1,abduction_speed,18
0.09,49.4,34.0,40.9,0,overnight,4
0.01,51.9,26.0,42.6,0,overnight,7
2.85,284.4,4.6,16.2,0,normal,17
0.15,46.7,27.0,22.7,0,overnight,3
0.15,19.2,36.0,18.2,0,overnight,19
0.23,74.4,24.0,49.0,0,overnight,4
0.12,26.7,33.0,28.9,0,overnight,2
0.32,13.9,36.0,17.3,0,overnight,20
0.02,29.7,21.0,20.5,0,overnight,20
0.22,48.3,26.0,25.5,0,overnight,21
0.37,63.4,38.0,46.9,0,overnight,5
3.36,235.0,2.85,126.8,0,normal,18
0.37,39.6,35.0,27.6,0,overnight,6
0.44,58.9,39.0,26.5,0,overnight,20
0.15,59.7,39.0,34.6,0,overnight,0
15.97,993.5,873.7,981.7,1,normal,3
0.26,5.7,7.0,89.0,0,dwell,14
0.48,21.8,32.0,15.0,0,overnight,5
0.09,43.9,13.99,749.7,0,synthetic_normal,20
0.17,37.9,28.0,40.1,0,overnight,9
0.15,26.2,22.0,32.0,0,overnight,9
3.83,0.2,6.79,158.4,0,synthetic_normal,10
0.43,38.5,37.0,40.4,0,overnight,22
0.22,54.9,40.0,46.7,0,overnight,1
1.03,10.2,7.0,85.7,0,dwell,13
0.61,14.2,3.65,129.9,0,synthetic_normal,23
0.48,47.3,11.0,32.2,0,dwell,15
0.24,27.1,33.0,35.1,0,overnight,4
0.06,84.4,30.0,36.0,0,overnight,23
0.4,73.9,36.0,47.1,0,overnight,12
0.19,20.1,12.0,17.4,0,dwell,21
0.07,51.6,32.0,38.9,0,overnight,8
0.22,59.0,28.0,39.6,0,overnight,9
0.05,23.9,22.0,17.2,0,overnight,21
0.07,39.5,24.0,30.2,0,overnight,16
0.96,32.1,32.39,94.3,0,synthetic_normal,16
0.14,23.9,24.0,27.3,0,overnight,2
1.09,41.4,13.0,79.9,0,dwell,14
0.04,38.3,28.0,41.9,0,overnight,12
0.45,32.9,13.0,31.2,0,dwell,14
0.15,40.9,28.0,18.2,0,overnight,14
0.24,23.9,39.0,24.5,0,overnight,11
1.33,11.8,9.0,30.6,0,dwell,19
0.07,30.6,27.0,33.4,0,overnight,19
0.45,19.5,10.0,139.3,0,dwell,14
0.02,41.9,36.0,10.3,0,overnight,21
0.44,45.1,30.0,45.6,0,overnight,22
3.39,0.0,0.02,82.1,0,normal,13
5.72,152.3,4.9,96.2,0,normal,14
0.13,44.1,7.0,93.5,0,dwell,18
0.43,77.1,20.0,40.9,0,overnight,6
0.4,89.4,4.12,130.9,0,synthetic_normal,9
0.98,31.7,38.86,10.2,0,synthetic_normal,3
0.07,18.9,33.0,15.8,0,overnight,4
0.26,41.6,20.0,44.9,0,overnight,10
0.53,138.5,17.24,880.2,0,synthetic_normal,9
4.34,153.6,6.33,141.2,0,normal,14
0.37,51.5,30.0,33.2,0,overnight,20
0.78,16.4,10.0,64.7,0,dwell,14
0.18,91.4,28.47,215.3,0,synthetic_normal,2
0.16,33.9,37.0,9.4,0,overnight,3
0.1,17.0,8.0,112.0,0,dwell,13
1.44,2.5,9.0,103.3,0,dwell,14
0.36,37.4,23.0,43.2,0,overnight,2
0.25,124.9,31.66,64.5,0,synthetic_normal,9
0.41,57.3,28.0,40.2,0,overnight,5
0.68,51.8,12.0,59.7,0,dwell,15
0.52,35.2,12.0,204.3,0,dwell,11
1.58,29.8,11.0,19.9,0,dwell,14
0.68,50.4,8.0,120.8,0,dwell,14
0.12,18.5,22.0,31.9,0,overnight,0
1.33,33.5,6.0,13.9,0,dwell,14
0.26,74.2,32.0,46.0,0,overnight,12
4.76,219.9,5.17,212.3,0,normal,16
1.43,29.0,9.0,38.2,0,dwell,6
64.86,2879.6,64.0,690.3,1,normal,13
0.48,24.9,36.0,29.1,0,overnight,7
0.07,68.1,25.0,44.9,0,overnight,4
15.85,1421.6,6.02,732.9,0,normal,19
33.51,0.0,1.23,421.2,0,synthetic_normal,3
0.05,25.5,28.14,71.1,0,synthetic_normal,20
6.52,138.8,3.12,115.0,0,normal,13
0.08,15.1,11.0,70.5,0,dwell,16
0.05,38.2,23.0,32.1,0,overnight,5
0.45,47.7,20.0,41.1,0,overnight,18
0.25,34.1,34.0,9.2,0,overnight,9
0.47,63.5,29.0,37.8,0,overnight,17
43.45,12059.8,3.83,2327.8,1,sudden_jump,0
1.37,32.1,7.0,97.6,0,dwell,21
0.46,52.5,38.0,22.8,0,overnight,9
0.02,49.8,27.0,14.4,0,overnight,19
0.24,54.0,21.0,36.0,0,overnight,19
0.38,85.0,4.63,328.6,0,synthetic_normal,2
0.02,39.0,34.0,47.4,0,overnight,10
0.36,56.6,23.0,24.7,0,overnight,21
0.31,152.5,23.17,477.3,0,synthetic_normal,17
0.22,36.7,31.0,21.9,0,overnight,3
0.29,22.9,38.0,11.6,0,overnight,21
0.43,59.4,30.0,29.2,0,overnight,6
0.4,67.5,28.0,48.4,0,overnight,1
1.09,28.2,14.0,8.8,0,dwell,14
0.3,37.7,38.0,28.2,0,overnight,19
2.83,174.9,5.55,150.1,0,normal,13
2.76,17.3,4.08,29.7,0,normal,14
0.9,52.9,23.41,521.3,0,synthetic_normal,23
0.31,25.6,36.0,30.7,0,overnight,0
0.1,13.0,40.0,50.6,0,overnight,4
0.33,72.1,36.0,33.5,0,overnight,11
0.39,38.5,25.0,10.1,0,overnight,20
0.79,51.8,14.0,90.3,0,dwell,14
5.63,152437.2,402.97,165.9,1,intercity_transit,19
1.37,38.3,12.0,37.4,0,dwell,18
0.35,47.0,35.0,41.2,0,overnight,1
0.4,39.5,38.0,43.4,0,overnight,8
0.86,137.5,34.83,411.3,0,synthetic_normal,2
0.47,55.9,27.0,26.6,0,overnight,9
5.82,174.6,53.62,106.3,1,normal,13
0.47,14.0,21.0,35.8,0,overnight,2
0.41,59.3,24.0,28.0,0,overnight,7
158.68,3250.5,1.63,2876.1,1,abduction_speed,7
0.38,43.3,35.0,23.4,0,overnight,21
0.13,37.4,37.0,41.9,0,overnight,0
0.73,61.5,27.58,121.4,0,synthetic_normal,2
0.99,5.2,13.0,48.7,0,dwell,17
0.32,61.7,39.0,45.9,0,overnight,19
4.36,192.4,4.5,110.7,0,normal,16
0.17,13.2,36.0,42.8,0,overnight,22
0.02,45.0,22.0,13.9,0,overnight,7
0.02,21.7,33.0,39.1,0,overnight,7
0.33,58.9,34.0,34.0,0,overnight,17
0.14,22.7,40.0,12.5,0,overnight,22
0.44,35.1,33.0,24.1,0,overnight,0
0.21,69.2,30.0,40.9,0,overnight,11
139.75,3616.4,1.0,4417.5,1,abduction_speed,3
0.11,8.6,28.0,33.3,0,overnight,10
0.69,91.9,16.1,275.5,0,synthetic_normal,12
0.07,54.1,25.0,40.6,0,overnight,8
0.46,48.3,28.0,4.0,0,overnight,5
0.07,76.4,30.0,27.3,0,overnight,5
0.14,10.3,23.0,2.6,0,overnight,19
0.45,16.3,24.0,22.3,0,overnight,16
0.39,76.6,35.0,36.0,0,overnight,3
0.22,60.8,0.5,223.7,0,synthetic_normal,18
0.25,39.8,12.0,128.5,0,dwell,17
0.08,34.5,32.0,21.3,0,overnight,20
0.42,16.6,24.0,2.7,0,overnight,11
0.36,36.0,29.0,23.6,0,overnight,17
5.78,55.7,6.35,35.4,0,normal,17
0.43,54.2,38.0,26.0,0,overnight,5
0.26,35.5,12.0,8.5,0,dwell,15
0.35,37.1,39.0,34.3,0,overnight,3
0.42,67.1,37.0,43.1,0,overnight,10
0.64,14.7,19.3,853.6,0,synthetic_normal,10
0.42,63.7,25.0,30.2,0,overnight,4
32.08,7506.2,5.42,5206.4,1,sudden_jump,2
0.4,54.5,25.0,15.7,0,overnight,23
0.06,62.9,30.0,36.3,0,overnight,0
0.01,36.2,36.0,33.9,0,overnight,5
0.21,68.9,32.0,30.3,0,overnight,5
0.1,8.0,31.0,49.4,0,overnight,2
0.09,47.5,23.0,25.4,0,overnight,20
0.38,67.2,33.0,38.6,0,overnight,2
0.07,46.3,7.0,48.5,0,dwell,9
0.03,12.4,8.0,28.1,0,dwell,20
0.39,75.7,31.0,45.1,0,overnight,4
0.49,46.8,38.0,43.7,0,overnight,11
0.29,63.8,28.0,34.9,0,overnight,10
0.15,57.3,20.0,19.3,0,overnight,4
0.26,13.2,20.0,36.7,0,overnight,20
0.12,44.2,35.0,13.5,0,overnight,3
0.04,22.7,30.0,39.2,0,overnight,8
0.05,12.7,27.0,14.1,0,overnight,5
0.1,30.7,24.23,245.4,0,synthetic_normal,7
0.37,68.5,24.0,37.2,0,overnight,8
1.44,10.9,6.0,14.7,0,dwell,19
1.56,21.8,12.0,46.9,0,dwell,17
0.42,21.8,35.0,37.6,0,overnight,6
0.49,62.7,37.0,48.1,0,overnight,21
0.26,13.1,29.0,39.3,0,overnight,20
0.22,16.0,14.87,524.9,0,synthetic_normal,6
28.35,9593.9,6.93,3976.0,1,sudden_jump,18
41.76,2021.7,5.18,196.0,0,normal,13
0.13,42.0,33.0,28.4,0,overnight,4
0.24,58.3,37.0,35.2,0,overnight,22
0.13,62.4,26.0,36.5,0,overnight,11
0.95,16.7,6.0,74.3,0,dwell,3
0.25,72.4,30.0,40.2,0,overnight,5
0.36,68.3,25.0,38.9,0,overnight,6
43.06,8029.1,0.49,3701.8,1,sudden_jump,4
0.21,79.5,21.0,42.2,0,overnight,5
0.46,63.4,24.0,55.9,0,overnight,20
4.87,282.9,2.87,250.1,0,normal,13
0.28,26.2,36.0,43.6,0,overnight,1
0.15,18.0,6.07,246.6,0,synthetic_normal,6
0.2,52.6,35.0,26.4,0,overnight,4
0.28,89.6,38.0,43.9,0,overnight,3
24.35,1323.0,6.32,1205.6,0,synthetic_normal,12
1.51,17.9,12.0,94.8,0,dwell,13
0.23,73.4,23.0,34.9,0,overnight,18
0.79,30.4,9.0,95.2,0,dwell,14
0.16,48.1,28.0,46.6,0,overnight,19
0.1,57.3,36.0,53.9,0,overnight,8
0.21,77.7,30.0,38.9,0,overnight,15
0.15,19.9,38.0,16.7,0,overnight,11
29.1,0.0,6.24,577.6,0,synthetic_normal,1
0.13,21.2,11.0,82.5,0,dwell,13
0.06,10.9,31.0,41.6,0,overnight,6
0.38,63.7,26.0,30.3,0,overnight,3
0.45,57.3,29.0,23.0,0,overnight,23
0.28,75.6,24.0,39.6,0,overnight,8
0.05,62.1,21.0,42.5,0,overnight,21
7.63,1133.5,8.22,10358.9,1,route_abandonment,17
0.45,12.9,39.0,11.4,0,overnight,4
41.15,717.8,4.72,175.8,0,normal,14
0.43,42.9,38.0,20.3,0,overnight,11
179.86,7891.4,2.99,2781.6,1,abduction_speed,2
0.07,12.3,38.0,40.2,0,overnight,10
0.4,24.1,31.0,33.8,0,overnight,11
0.27,61.6,24.0,33.9,0,overnight,19
0.02,27.7,32.0,41.8,0,overnight,22
0.3,58.2,31.0,39.3,0,overnight,11
30.44,608.8,5.78,27.0,0,normal,5
22.3,1436.7,19.04,3271.4,1,route_abandonment,21
0.03,84.7,31.0,41.3,0,overnight,17
5.11,39.2,883.67,80.0,1,normal,3
0.29,53.4,37.0,4.9,0,overnight,22
0.09,67.2,37.0,39.1,0,overnight,12
1.13,34.6,19.08,247.0,0,synthetic_normal,0
5.17,261.6,5.37,47.9,0,normal,13
0.16,45.4,27.0,19.1,0,overnight,3
0.16,77.3,36.0,39.9,0,overnight,23
0.13,13.4,39.0,31.3,0,overnight,8
0.32,42.8,37.0,39.0,0,overnight,9
0.37,51.3,37.0,31.1,0,overnight,21
0.48,60.0,36.0,30.2,0,overnight,4
0.09,54.1,28.0,20.8,0,overnight,20
0.08,22.9,28.0,40.3,0,overnight,9
0.06,42.9,37.0,40.0,0,overnight,22
205.65,4389.3,2.4,2571.8,1,abduction_speed,3
0.29,25.3,30.0,38.3,0,overnight,5
0.4,44.3,39.0,47.7,0,overnight,0
0.03,78.0,26.0,36.9,0,overnight,1
0.06,22.2,26.0,31.4,0,overnight,22
0.09,16.4,28.0,12.3,0,overnight,15
1.39,42.0,9.0,46.4,0,dwell,17
22.61,405.8,5.03,356.6,0,synthetic_normal,5
0.4,34.5,29.0,35.7,0,overnight,5
0.2,39.1,28.0,32.0,0,overnight,12
0.13,30.3,35.0,37.6,0,overnight,21
0.06,38.0,21.0,34.8,0,overnight,23
0.44,22.5,10.0,32.0,0,dwell,15
0.1,55.9,28.0,36.2,0,overnight,7
1.56,37.5,8.0,70.7,0,dwell,13
0.33,30.4,26.0,44.1,0,overnight,18
0.17,50.3,26.0,42.8,0,overnight,22
0.34,33.9,34.0,40.7,0,overnight,1
0.39,35.8,31.0,9.6,0,overnight,16
0.45,74.5,29.57,322.0,0,synthetic_normal,1
0.12,50.1,32.0,35.9,0,overnight,0
0.55,0.0,84.64,0.0,1,prolonged_inactivity,14
0.16,46.7,39.0,10.5,0,overnight,22
0.14,44.6,22.0,25.4,0,overnight,9
0.44,50.0,7.36,197.6,0,synthetic_normal,8
0.38,21.0,36.0,25.5,0,overnight,4
0.57,6.7,14.3,167.5,0,synthetic_normal,13
0.48,72.9,22.0,52.8,0,overnight,1
0.21,38.5,31.0,53.5,0,overnight,22
1.55,43.2,12.0,28.4,0,dwell,16
2.72,144.5,5.43,158.5,0,normal,19
0.15,36.0,26.0,40.3,0,overnight,23
4.88,292.0,6.45,14.2,0,normal,14
0.47,61.9,29.0,30.5,0,overnight,16
0.11,34.2,36.0,23.1,0,overnight,21
0.47,80.3,33.0,44.3,0,overnight,11
0.26,41.0,35.0,9.8,0,overnight,21
4.3,206.9,5.32,36.3,0,normal,17
0.02,30.5,28.0,19.8,0,overnight,4
0.96,38.4,8.0,6.7,0,dwell,21
0.19,8.0,34.0,22.6,0,overnight,22
0.9,23.5,122.02,581.8,1,prolonged_inactivity,19
0.36,41.5,31.0,24.9,0,overnight,6
0.3,41.7,35.0,32.1,0,overnight,2
0.47,65.6,26.0,20.9,0,overnight,3
0.35,73.0,29.0,31.5,0,overnight,23
0.38,37.4,22.0,7.8,0,overnight,0
0.1,7.8,29.0,42.2,0,overnight,18
0.59,18.9,10.0,110.3,0,dwell,13
0.48,41.6,30.0,15.1,0,overnight,12
0.22,46.7,32.0,48.8,0,overnight,11
0.4,71.5,35.0,40.6,0,overnight,23
